,acousticness,danceability,duration_ms,energy,loudness,speechiness,tempo
0,0.0423058693745608,0.7086801426872771,0.2405794087398473,0.5534397347086168,0.8048941145473107,0.08041836141778036,0.7478924656003394
1,0.16381412878542828,0.8359096313912009,0.18229096928034005,0.5381814112931939,0.7354345749761222,0.18070889018012784,0.3464322351039869
2,0.5809020332975042,0.7074910820451843,0.22377091446755532,0.3164271109890445,0.6252675954286466,0.3492155723416617,0.1756230908976291
3,0.14974369345249075,0.840665873959572,0.2735610931788852,0.3601676381132575,0.5933537529229654,0.294596165020337,0.48418561203028204
4,0.5587913492028883,0.7491082045184305,0.19442727192440165,0.4771481176315013,0.7955406251029212,0.028006972690296342,0.28891703392113144
5,0.005149869784653696,0.8370986920332939,0.4149034366248544,0.7324707294495815,0.8567993939992754,0.2318419523532829,0.6619807098279012
6,0.2984882955435444,0.7395957193816884,0.25656314723386314,0.4863031116807552,0.7469288278496854,0.05578152237071468,0.5532829397167794
7,0.050346118136239376,0.915576694411415,0.2506174984972067,0.3967876143102729,0.7010506208213945,0.11795467751307374,0.5530537041600523
8,0.4522580531106472,0.7265160523186682,0.2129308601105942,0.5188542016336579,0.7316800052695714,0.050087158628704234,0.3639171771933544
9,0.7839183145298884,0.6147443519619499,0.21370433573685305,0.30422045225670596,0.7173533577051016,0.016385822196397445,0.2724923062816273
10,0.1919549994513033,0.6623067776456599,0.2745525094512169,0.7955384662333304,0.8885814972170075,0.02638001162115049,0.3468219355504232
11,0.4532630842058571,0.7336504161712247,0.2285570619891571,0.4557864648499089,0.7521654645456641,0.325973271353864,0.2036299450407752
12,0.28140276692497745,0.7063020214030917,0.26464262007390044,0.6480413398842403,0.7933010572077857,0.0503195816385822,0.3866229590871839
13,0.07687893904977867,0.5541022592152199,0.295961972918382,0.5514052915865606,0.6406152224747226,0.08657757117954676,0.33498191904546304
14,0.04381341601737554,0.8513674197384067,0.22718959126869945,0.7334879510106097,0.8135559727299673,0.04822777454968041,0.5642060139948307
15,0.0819040945258278,0.7467300832342451,0.2782603493317912,0.6663513279827479,0.8082534663900139,0.06380011621150493,0.6446046546279793
16,0.026928893617850537,0.8525564803804995,0.349787614703729,0.5788702737343221,0.8041036788196159,0.05740848343986055,0.5644982893296578
17,0.17687953302315595,0.5576694411414982,0.2008985422192341,0.7355223941326661,0.7466653492737871,0.2097617664148751,0.35940696761474666
18,0.33064929059025866,0.3804994054696789,0.2668462421619712,0.6195591361754504,0.7350064222902875,0.4061592097617665,0.2510301272830429
19,0.35577506797050423,0.6539833531510109,0.29873537447331017,0.5625947287578708,0.786681157988341,0.026612434631028473,0.6047864384244639
20,0.3798958142555399,0.7122473246135554,0.2716708497975859,0.4730792313873885,0.8149392352534334,0.01615339918651947,0.13194225556326042
21,0.03969278852701527,0.840665873959572,0.3804374766746531,0.63685190271293,0.7273984784112242,0.07379430563625798,0.6101963975632261
22,0.2602971139255712,0.9024970273483948,0.2264517268591192,0.4944408841689809,0.7694891809109771,0.07902382335851248,0.2665207200288836
