,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0,0.0423058693745608,0.7086801426872771,0.24057940873984726,0.5534397347086168,0.0,0.09542428405368275,0.8048941145473107,0.08041836141778036,0.7478924656003394,0.3230316409124356
1,0.16381412878542828,0.8359096313912009,0.18229096928034005,0.5381814112931939,2.160493827160494e-06,0.09014054739511781,0.7354345749761222,0.18070889018012784,0.3464322351039869,0.37559129612109743
2,0.5809020332975042,0.7074910820451843,0.22377091446755534,0.3164271109890445,0.0,0.07682553101553419,0.6252675954286466,0.34921557234166173,0.1756230908976291,0.30621255124566377
3,0.14974369345249075,0.840665873959572,0.27356109317888516,0.36016763811325747,0.0,0.2697875937863257,0.5933537529229654,0.294596165020337,0.484185612030282,0.4575843582466098
4,0.5587913492028883,0.7491082045184305,0.19442727192440165,0.47714811763150133,0.0,0.05769840431152912,0.7955406251029212,0.028006972690296342,0.28891703392113144,0.9306212551245662
5,0.005149869784653696,0.8370986920332939,0.4149034366248544,0.7324707294495815,0.0,0.11444573602451653,0.8567993939992754,0.23184195235328295,0.6619807098279012,0.4397140754756648
6,0.2984882955435444,0.7395957193816884,0.25656314723386314,0.4863031116807552,9.372427983539094e-06,0.08232061714044171,0.7469288278496854,0.05578152237071468,0.5532829397167794,0.5311678755387363
7,0.050346118136239376,0.915576694411415,0.2506174984972067,0.39678761431027293,0.0,0.07598013315016379,0.7010506208213945,0.11795467751307377,0.5530537041600523,0.3261852202249552
8,0.45225805311064715,0.7265160523186682,0.2129308601105942,0.5188542016336579,2.0267489711934156e-06,0.21800697453238932,0.7316800052695714,0.050087158628704234,0.36391717719335437,0.33564595816251447
9,0.7839183145298884,0.61474435196195,0.21370433573685305,0.304220452256706,7.623456790123457e-06,0.19687202789812955,0.7173533577051016,0.016385822196397445,0.27249230628162735,0.17586460632818246
10,0.1919549994513033,0.6623067776456599,0.27455250945121695,0.7955384662333304,0.0,0.159885871288175,0.8885814972170075,0.02638001162115049,0.3468219355504232,0.676232523914643
11,0.453263084205857,0.7336504161712247,0.22855706198915712,0.4557864648499089,0.0,0.24970939448377893,0.7521654645456641,0.325973271353864,0.20362994504077522,0.4649427099758225
12,0.28140276692497745,0.7063020214030917,0.26464262007390044,0.6480413398842403,0.0,0.0911972947268308,0.7933010572077857,0.0503195816385822,0.3866229590871839,0.4281509513297592
13,0.07687893904977867,0.55410225921522,0.295961972918382,0.5514052915865606,0.34362139917695467,0.09331078939025679,0.6406152224747226,0.08657757117954676,0.33498191904546304,0.08861557868180382
14,0.04381341601737554,0.8513674197384067,0.22718959126869945,0.7334879510106097,0.0,0.0836943886716686,0.8135559727299673,0.04822777454968041,0.5642060139948307,0.9516451172080309
15,0.0819040945258278,0.746730083234245,0.27826034933179117,0.666351327982748,0.00016152263374485595,0.21166649054211142,0.808253466390014,0.06380011621150493,0.6446046546279793,0.6467991169977925
16,0.026928893617850537,0.8525564803804995,0.349787614703729,0.5788702737343221,0.05606995884773663,0.0911972947268308,0.8041036788196159,0.05740848343986055,0.5644982893296578,0.5690108272889729
17,0.17687953302315595,0.5576694411414982,0.20089854221923406,0.7355223941326661,0.0,0.23914192116664906,0.7466653492737871,0.2097617664148751,0.35940696761474666,0.5322190686429097
18,0.33064929059025866,0.3804994054696789,0.2668462421619712,0.6195591361754504,0.0,0.3205114657085491,0.7350064222902875,0.40615920976176645,0.25103012728304286,0.41974140649637337
19,0.35577506797050423,0.6539833531510109,0.29873537447331017,0.5625947287578708,0.0,0.1271267040050724,0.786681157988341,0.026612434631028473,0.6047864384244639,0.36402817197519177
20,0.3798958142555399,0.7122473246135554,0.2716708497975859,0.4730792313873885,0.0,0.11021874669766459,0.8149392352534334,0.01615339918651947,0.13194225556326042,0.3608745926626721
21,0.03969278852701527,0.840665873959572,0.3804374766746531,0.63685190271293,0.001286008230452675,0.34481665433794784,0.7273984784112242,0.07379430563625797,0.6101963975632261,0.25890886155786813
22,0.2602971139255712,0.9024970273483948,0.22645172685911916,0.49444088416898085,0.0,0.24970939448377893,0.7694891809109771,0.07902382335851248,0.2665207200288836,0.542730999684642
23,0.5577863181076784,0.5112960760998813,0.21687658291858136,0.6816096513981712,0.0,0.10599175737081262,0.7272338043012877,0.34689134224288204,0.2859369716836778,0.30621255124566377
24,0.06451705657869786,0.7336504161712247,0.25546489731149563,0.5697152796850682,0.0,0.07133044489062665,0.7580937325033758,0.06798373038930854,0.5415403483234285,0.6541574687270051
25,0.10351226307283896,0.910820451843044,0.1766259369311108,0.6724546573489172,0.0,0.5667335939976752,0.7493330698547573,0.3097036606624055,0.41838354547173817,0.34720908230842
26,0.1738644397375265,0.6325802615933414,0.2868839615626772,0.6002319265159145,0.00014094650205761318,0.09859452604882173,0.7682705924974474,0.05554909936083671,0.5471967356856721,0.31882686849574265
27,0.06944170894522599,0.700356718192628,0.23630036494374854,0.7060229688628482,0.0,0.15882912395646204,0.8235352237921153,0.02916908773968623,0.5358667682944301,0.6310312204351939
28,0.3728605965890712,0.525564803804994,0.27660798887790483,0.3815292908948498,0.0,0.2275177005178062,0.769587985376939,0.009645554909936082,0.3226605078713758,0.3104173236623567
