,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,hit
107888,0.163,0.599,263400,0.44799999999999995,0.0,0.106,-6.312,0.0232,95.05,0.168,True
107889,0.0215,0.765,192172,0.7040000000000001,0.0,0.22699999999999998,-4.5889999999999995,0.127,147.055,0.498,True
107890,0.615,0.6609999999999999,201000,0.373,0.0,0.177,-8.249,0.0505,91.5,0.523,True
107891,0.627,0.67,227533,0.654,1.02e-06,0.071,-5.944,0.153,180.024,0.43799999999999994,True
107892,0.0591,0.71,225987,0.888,0.0,0.134,-6.457000000000001,0.235,170.19299999999998,0.816,True
107893,0.0891,0.586,210747,0.909,0.000109,0.11900000000000001,-6.474,0.0705,93.39399999999999,0.757,True
107894,0.0996,0.91,152000,0.366,0.0,0.261,-9.954,0.0941,119.985,0.74,True
107895,0.035,0.9640000000000001,142273,0.34600000000000003,0.0,0.10800000000000001,-9.309,0.53,119.958,0.562,True
107896,0.816,0.511,200379,0.363,0.0317,0.084,-7.65,0.040999999999999995,144.892,0.16899999999999998,True
107897,0.256,0.52,180823,0.7609999999999999,4.96e-06,0.17,-3.093,0.0853,141.971,0.28600000000000003,True
107898,0.648,0.6,225133,0.535,4.7e-06,0.162,-7.042999999999999,0.107,71.91199999999999,0.26899999999999996,True
107899,0.0169,0.596,203418,0.8540000000000001,0.0,0.124,-5.114,0.46299999999999997,120.274,0.152,True
107900,0.013000000000000001,0.7340000000000001,228367,0.6829999999999999,0.0,0.28,-6.105,0.0776,162.03799999999998,0.445,True
107901,0.544,0.515,209274,0.479,0.00598,0.191,-7.457999999999999,0.0261,88.964,0.284,True
107902,0.47200000000000003,0.6920000000000001,170852,0.39399999999999996,0.00019099999999999998,0.11699999999999999,-8.745,0.207,89.936,0.324,True
107903,0.0573,0.622,211360,0.7120000000000001,0.0,0.13,-7.321000000000001,0.066,140.025,0.48700000000000004,True
107904,0.201,0.7020000000000001,198408,0.708,0.0,0.11800000000000001,-5.3660000000000005,0.0547,147.98,0.713,True
107905,0.0668,0.693,179930,0.604,0.0,0.114,-5.279,0.0427,75.014,0.6509999999999999,True
107906,0.479,0.6970000000000001,180567,0.552,0.127,0.147,-10.270999999999999,0.196,75.235,0.278,True
107907,0.171,0.753,184732,0.657,0.0,0.11199999999999999,-3.0610000000000004,0.0449,107.01,0.43700000000000006,True
107908,0.488,0.773,180120,0.6990000000000001,3.6000000000000003e-06,0.0814,-5.982,0.0958,104.941,0.513,True
107909,0.11,0.737,193227,0.86,1.94e-06,0.0574,-2.6519999999999997,0.0593,93.98899999999999,0.6559999999999999,True
107910,0.29600000000000004,0.674,178480,0.8809999999999999,3.01e-06,0.0793,-2.853,0.147,98.994,0.23399999999999999,True
107911,0.7509999999999999,0.501,182161,0.405,0.0,0.105,-5.678999999999999,0.0319,109.891,0.446,True
107912,0.00264,0.732,182707,0.75,0.0,0.109,-6.3660000000000005,0.231,155.096,0.401,True
107913,0.0659,0.9259999999999999,223713,0.703,0.0,0.231,-6.337000000000001,0.10300000000000001,125.022,0.485,True
107914,0.184,0.765,217307,0.523,3.5600000000000005e-05,0.132,-4.333,0.03,104.988,0.39399999999999996,True
107915,0.122,0.7879999999999999,166476,0.841,0.0011,0.166,-4.006,0.14300000000000002,190.08900000000003,0.493,True
107916,0.0604,0.675,181279,0.7509999999999999,0.0,0.0893,-3.5389999999999997,0.0296,118.384,0.612,True
107917,0.016,0.807,229184,0.887,0.000503,0.0811,-4.311,0.0361,122.015,0.606,True
107918,0.919,0.777,176472,0.42200000000000004,0.00877,0.0958,-10.113999999999999,0.0482,120.041,0.187,True
107919,0.568,0.851,235545,0.541,0.0,0.13,-6.825,0.0505,124.959,0.44799999999999995,True
107920,0.013000000000000001,0.853,206693,0.56,0.0,0.0944,-4.961,0.0406,134.066,0.86,True
107921,0.49,0.755,174861,0.625,0.0,0.157,-7.114,0.0896,147.02,0.374,True
107922,0.0415,0.7809999999999999,149949,0.597,0.0,0.152,-6.794,0.23,158.043,0.544,True
107923,0.255,0.713,201200,0.738,0.0,0.106,-6.784,0.374,105.027,0.425,True
107924,0.423,0.665,190932,0.6990000000000001,0.0,0.0969,-5.265,0.0578,124.896,0.585,True
107925,0.073,0.754,121347,0.342,0.0,0.193,-8.677,0.0991,128.981,0.423,True
107926,0.00124,0.45399999999999996,202067,0.708,0.000181,0.0679,-4.526,0.0675,192.18,0.483,True
107927,0.693,0.64,210376,0.321,0.0307,0.114,-14.604000000000001,0.0931,145.045,0.177,True
107928,0.0132,0.611,149878,0.52,0.0,0.105,-5.445,0.0346,159.92700000000002,0.7709999999999999,True
107929,0.129,0.72,197993,0.807,0.0,0.183,-4.59,0.0432,124.946,0.305,True
107930,0.353,0.679,194711,0.38799999999999996,9.25e-05,0.341,-10.977,0.0932,124.90899999999999,0.23399999999999999,True
107931,0.414,0.748,244960,0.524,0.0,0.111,-5.599,0.0338,95.01,0.6609999999999999,True
107932,0.0185,0.7040000000000001,217289,0.8590000000000001,0.0,0.0215,-4.877,0.0996,105.115,0.9259999999999999,True
107933,0.233,0.675,256533,0.562,0.0,0.0816,-7.678,0.0352,130.09799999999998,0.309,True
107934,0.0226,0.698,248521,0.66,0.0,0.0622,-7.882999999999999,0.052000000000000005,159.94899999999998,0.451,True
107935,0.205,0.626,202621,0.88,0.0,0.128,-2.384,0.0504,95.079,0.534,True
107936,0.414,0.479,204427,0.46799999999999997,0.0,0.14800000000000002,-5.396,0.0274,85.913,0.35,True
107937,0.695,0.358,211467,0.557,0.0,0.0902,-7.398,0.059000000000000004,85.04299999999999,0.494,True
107938,0.0716,0.757,194732,0.69,0.0,0.192,-5.327000000000001,0.282,132.064,0.914,True
107939,0.0114,0.9009999999999999,127947,0.522,0.0,0.259,-8.304,0.33,104.053,0.32899999999999996,True
107940,0.493,0.763,190472,0.5720000000000001,0.00118,0.106,-7.312,0.0595,151.93,0.25,True
107941,0.616,0.8,228493,0.355,0.0,0.11800000000000001,-10.47,0.0895,145.929,0.253,True
107942,0.662,0.518,173307,0.467,0.0,0.0853,-6.184,0.0302,132.85399999999998,0.386,True
107943,0.228,0.665,179613,0.498,0.0,0.0757,-8.185,0.0831,81.96700000000001,0.127,True
107944,0.20199999999999999,0.8759999999999999,175230,0.519,0.0,0.10800000000000001,-6.531000000000001,0.14300000000000002,94.98100000000001,0.158,True
107945,0.158,0.89,233040,0.607,0.00022799999999999999,0.11800000000000001,-6.916,0.124,134.02200000000002,0.22399999999999998,True
107946,0.00419,0.742,212027,0.599,1.0199999999999999e-05,0.126,-6.256,0.0465,110.977,0.154,True
107947,0.00579,0.588,182075,0.821,0.000275,0.20800000000000002,-6.54,0.21600000000000003,188.09799999999998,0.509,True
107948,0.172,0.441,187298,0.527,0.0,0.233,-5.318,0.0966,96.37,0.589,True
107949,0.0403,0.836,217947,0.544,0.0,0.0824,-5.975,0.0943,97.02799999999999,0.51,True
107950,0.121,0.7,190302,0.872,7.08e-06,0.10300000000000001,-5.896,0.0666,125.03,0.7609999999999999,True
107951,0.33899999999999997,0.745,181900,0.693,0.0,0.12300000000000001,-5.479,0.034,98.039,0.248,True
107952,0.536,0.522,207520,0.385,0.0,0.135,-7.355,0.0288,89.792,0.23600000000000002,True
107953,0.185,0.7040000000000001,207109,0.56,0.0,0.0948,-6.791,0.179,75.003,0.609,True
107954,0.299,0.5529999999999999,210200,0.502,0.0,0.764,-5.972,0.0409,129.976,0.29600000000000004,True
107955,0.0519,0.652,177391,0.45299999999999996,0.0,0.179,-6.119,0.0445,88.038,0.43200000000000005,True
107956,0.0223,0.7020000000000001,203760,0.635,0.0,0.28300000000000003,-6.917000000000001,0.265,144.004,0.873,True
107957,0.0945,0.601,207905,0.7240000000000001,1.68e-06,0.12,-4.856,0.0486,102.061,0.508,True
107958,0.46299999999999997,0.731,165387,0.469,1.04e-06,0.10300000000000001,-7.226,0.0326,98.963,0.631,True
107959,0.0162,0.623,244453,0.7340000000000001,1.9e-06,0.145,-5.95,0.107,107.853,0.37200000000000005,True
107960,0.493,0.792,206267,0.56,0.0,0.0849,-4.125,0.225,134.04399999999998,0.505,True
107961,0.584,0.506,216420,0.693,9.58e-05,0.0891,-7.265,0.0412,139.912,0.221,True
107962,0.601,0.794,181613,0.188,0.0,0.637,-11.957,0.0523,93.96700000000001,0.64,True
107963,0.195,0.6890000000000001,209773,0.679,0.0011099999999999999,0.22399999999999998,-5.893,0.0517,149.972,0.475,True
107964,0.10800000000000001,0.53,194613,0.433,0.0,0.135,-10.597999999999999,0.185,160.14,0.27399999999999997,True
107965,0.106,0.444,187973,0.8190000000000001,0.0,0.107,-4.078,0.341,82.695,0.747,True
107966,0.0589,0.835,217925,0.626,5.9999999999999995e-05,0.396,-5.832999999999999,0.125,91.03,0.35,True
107967,0.0367,0.85,343099,0.785,0.0,0.155,-4.963,0.345,145.063,0.718,True
107968,0.35100000000000003,0.742,228816,0.515,0.0,0.184,-6.103,0.0747,136.02,0.452,True
107969,0.588,0.418,172724,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,0.184,True
107970,0.0991,0.716,226693,0.7290000000000001,0.0,0.0842,-6.313,0.11699999999999999,131.975,0.276,True
107971,0.18899999999999997,0.7390000000000001,206533,0.44799999999999995,0.0,0.11800000000000001,-10.28,0.138,81.044,0.5529999999999999,True
107972,0.225,0.83,228600,0.585,0.00209,0.0576,-5.8020000000000005,0.0366,105.03,0.642,True
107973,0.595,0.6859999999999999,242187,0.457,0.0,0.105,-8.322000000000001,0.0468,150.953,0.718,True
107974,0.37799999999999995,0.7290000000000001,181880,0.615,0.0,0.105,-4.238,0.0647,99.98899999999999,0.508,True
107975,0.21,0.831,191437,0.782,0.0,0.113,-6.274,0.15,141.869,0.19899999999999998,True
107976,0.0476,0.752,163216,0.764,9.44e-05,0.0543,-4.399,0.038,121.958,0.5820000000000001,True
107977,0.09300000000000001,0.628,197267,0.593,1.65e-06,0.096,-5.0360000000000005,0.0323,125.02600000000001,0.10400000000000001,True
107978,0.0244,0.636,273803,0.953,0.0164,0.10800000000000001,-3.74,0.0353,142.011,0.397,True
107979,0.166,0.6729999999999999,208567,0.596,0.0,0.11,-7.891,0.0354,123.969,0.19,True
107980,0.0609,0.85,205040,0.569,0.0816,0.1,-8.152000000000001,0.136,80.02,0.294,True
107981,0.325,0.828,216015,0.6890000000000001,0.0384,0.0808,-7.877999999999999,0.0326,123.931,0.853,True
107982,0.611,0.63,245172,0.5,4.04e-05,0.114,-8.755,0.0611,144.871,0.315,True
107983,0.00299,0.815,190288,0.816,0.0,0.159,-5.474,0.26899999999999996,181.967,0.498,True
107984,0.021,0.42700000000000005,217480,0.6890000000000001,1.69e-06,0.203,-5.5889999999999995,0.135,88.875,0.706,True
107985,0.12,0.7929999999999999,226600,0.39899999999999997,0.0,0.124,-7.428,0.0951,121.949,0.0379,True
107986,0.0513,0.65,226160,0.736,0.0,0.235,-5.84,0.22899999999999998,159.174,0.612,True
107987,0.0010400000000000001,0.922,181263,0.581,5.8599999999999995e-05,0.105,-7.495,0.27,140.02200000000002,0.595,True
107988,0.146,0.7090000000000001,204453,0.7709999999999999,3.29e-06,0.249,-4.598,0.166,174.00599999999997,0.7090000000000001,True
107989,0.0752,0.504,239320,0.705,0.0,0.128,-8.205,0.364,175.483,0.584,True
107990,0.687,0.49200000000000005,251034,0.275,0.0,0.10099999999999999,-13.4,0.3,92.6,0.18,True
107991,0.38,0.866,199440,0.813,0.0,0.0779,-4.063,0.0554,121.99799999999999,0.9690000000000001,True
107992,0.225,0.47700000000000004,213993,0.61,0.0,0.107,-5.627999999999999,0.14400000000000002,79.882,0.358,True
107993,0.235,0.6559999999999999,256733,0.578,0.0,0.11800000000000001,-8.97,0.0922,94.514,0.556,True
107994,0.18600000000000003,0.601,206453,0.59,0.0,0.0942,-5.001,0.0569,151.952,0.27399999999999997,True
107995,0.0338,0.8959999999999999,303077,0.515,0.0,0.317,-5.395,0.183,138.016,0.174,True
107996,0.711,0.611,240342,0.466,0.000264,0.0847,-11.360999999999999,0.37200000000000005,192.08,0.223,True
107997,0.0026100000000000003,0.762,209320,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,0.608,True
107998,0.47600000000000003,0.584,246735,0.40700000000000003,0.0,0.18,-7.356,0.046,115.124,0.341,True
107999,0.581,0.825,233713,0.652,0.0,0.0931,-3.1830000000000003,0.0802,95.977,0.9309999999999999,True
108000,0.649,0.607,190027,0.478,0.0,0.0928,-5.702000000000001,0.031,88.979,0.255,True
108001,0.0151,0.637,220733,0.843,0.0,0.0876,-5.412999999999999,0.0432,109.012,0.434,True
108002,0.17300000000000001,0.674,259333,0.506,0.0,0.0866,-10.532,0.0434,145.965,0.183,True
108003,0.0422,0.46,179227,0.809,5.04e-05,0.138,-5.415,0.326,157.184,0.609,True
108004,0.385,0.6509999999999999,167019,0.654,0.0,0.18100000000000002,-5.481,0.0466,141.975,0.539,True
108005,0.33299999999999996,0.441,177523,0.599,0.00198,0.10300000000000001,-8.985,0.225,165.21200000000002,0.35,True
108006,0.141,0.6779999999999999,230453,0.588,6.35e-06,0.13699999999999998,-7.015,0.276,186.005,0.486,True
108007,0.0998,0.6940000000000001,189493,0.63,0.0006349999999999999,0.12,-6.84,0.162,90.045,0.341,True
108008,0.0534,0.589,268867,0.731,0.0,0.308,-6.343,0.0868,87.90799999999999,0.191,True
108009,0.0372,0.6970000000000001,186987,0.6829999999999999,0.0,0.13699999999999998,-2.8810000000000002,0.11699999999999999,96.133,0.603,True
108010,0.0788,0.799,199849,0.597,5.66e-06,0.1,-5.131,0.0611,110.001,0.419,True
108011,0.147,0.755,216632,0.599,0.0,0.109,-5.042,0.22399999999999998,133.123,0.755,True
108012,0.401,0.728,176320,0.415,0.0,0.0616,-6.852,0.0639,114.145,0.455,True
108013,0.0204,0.731,218284,0.8109999999999999,0.0,0.41100000000000003,-3.225,0.0712,147.045,0.426,True
108014,0.515,0.759,237507,0.245,0.000154,0.102,-6.545,0.138,96.992,0.209,True
108015,0.46799999999999997,0.764,189253,0.528,0.0,0.0811,-4.082,0.0588,123.936,0.42200000000000004,True
108016,0.33899999999999997,0.6890000000000001,191680,0.584,0.0,0.297,-5.768,0.11900000000000001,156.572,0.6759999999999999,True
108017,0.0508,0.584,217603,0.569,0.0,0.0924,-4.2589999999999995,0.166,89.779,0.501,True
108018,0.044000000000000004,0.665,203881,0.585,0.0,0.0789,-5.077,0.366,158.953,0.6579999999999999,True
108019,0.507,0.883,276794,0.544,1.6e-06,0.08,-7.92,0.233,129.993,0.114,True
108020,0.0379,0.61,221787,0.5539999999999999,3.84e-05,0.166,-5.501,0.13699999999999998,159.85,0.244,True
108021,0.48200000000000004,0.8290000000000001,200310,0.527,0.0,0.631,-6.644,0.36700000000000005,116.07799999999999,0.473,True
108022,0.161,0.55,205463,0.415,0.0,0.10800000000000001,-6.557,0.052000000000000005,172.065,0.27399999999999997,True
108023,0.185,0.6729999999999999,216773,0.8859999999999999,0.0,0.0826,-4.44,0.0431,97.012,0.795,True
108024,0.795,0.473,209400,0.371,0.0,0.109,-10.219,0.0405,75.208,0.413,True
108025,0.0882,0.6940000000000001,201253,0.852,0.0,0.33399999999999996,-5.34,0.257,107.178,0.377,True
108026,0.111,0.795,275080,0.594,0.0,0.162,-6.2,0.0747,135.002,0.409,True
108027,0.21600000000000003,0.75,232253,0.40399999999999997,0.000357,0.0911,-10.177999999999999,0.0682,95.045,0.0499,True
108028,0.0011099999999999999,0.9079999999999999,224285,0.524,0.000678,0.38299999999999995,-7.955,0.18100000000000002,138.015,0.109,True
108029,0.284,0.778,218093,0.8240000000000001,0.0,0.405,-5.892,0.0712,100.024,0.7559999999999999,True
108030,0.617,0.703,221747,0.757,0.0,0.106,-3.612,0.05,82.008,0.696,True
108031,0.815,0.583,189613,0.301,0.00023199999999999997,0.0799,-12.693,0.0391,67.44800000000001,0.17600000000000002,True
108032,0.049,0.767,177140,0.5429999999999999,0.0,0.115,-7.881,0.10300000000000001,106.029,0.485,True
108033,0.526,0.613,211453,0.7390000000000001,0.0,0.149,-6.478,0.0311,104.96600000000001,0.7120000000000001,True
108034,0.0214,0.6509999999999999,304512,0.833,0.0,0.14,-3.3560000000000003,0.172,155.05100000000002,0.44299999999999995,True
108035,0.0251,0.743,214400,0.675,0.000717,0.0685,-4.2669999999999995,0.0953,92.90899999999999,0.59,True
108036,0.0938,0.5670000000000001,187613,0.795,0.0,0.114,-4.985,0.134,170.06,0.635,True
108037,0.248,0.721,208493,0.45899999999999996,0.0,0.212,-6.4079999999999995,0.032,119.914,0.46,True
108038,0.158,0.5920000000000001,245893,0.584,2.63e-06,0.132,-6.232,0.0893,88.073,0.447,True
108039,0.8079999999999999,0.524,209831,0.364,0.0,0.1,-10.209,0.0367,75.24,0.436,True
108040,0.0085,0.691,187027,0.716,9.06e-06,0.263,-5.985,0.0351,112.035,0.507,True
108041,0.0635,0.647,192402,0.795,0.0,0.188,-3.548,0.0372,127.992,0.409,True
108042,0.182,0.79,169620,0.629,7.06e-06,0.33799999999999997,-4.055,0.142,170.023,0.267,True
108043,0.0236,0.92,293827,0.654,0.0158,0.0359,-3.051,0.0401,117.046,0.847,True
108044,0.222,0.765,198293,0.35600000000000004,0.0,0.0963,-5.556,0.196,97.001,0.19,True
108045,0.0296,0.667,175093,0.9540000000000001,0.0,0.331,-3.4619999999999997,0.0817,114.0,0.807,False
108046,0.0729,0.843,139610,0.8059999999999999,0.0,0.758,-5.156000000000001,0.36700000000000005,97.85799999999999,0.821,True
108047,0.8390000000000001,0.682,260285,0.17300000000000001,3.26e-05,0.0983,-8.749,0.0314,112.663,0.23600000000000002,True
108048,0.0256,0.82,210787,0.568,0.0,0.0952,-8.23,0.41100000000000003,152.279,0.535,True
108049,0.0733,0.552,260000,0.76,0.0,0.0865,-4.706,0.342,135.702,0.639,True
